,Id,Size(L),OG,FG,ABV,IBU,Color,BoilSize,BoilTime,Efficiency,MashThickness,SugarScale,BrewMethod,PitchRate,PrimaryTemp,Style,BoilGravityMod
14317,14317,10.0,1.056,1.012,5.75,55.02,6.04,12.0,60,70.0,3.0,Specific Gravity,All Grain,0.5,20.0,American IPA,1.047
14318,14318,18.0,1.062,1.014,6.18,68.31,6.31,18.5,70,75.0,3.3,Specific Gravity,All Grain,0.75,21.0,American IPA,1.06
14319,14319,21.77,1.061,1.015,6.31,33.34,4.11,31.23,60,74.0,,Specific Gravity,All Grain,,25.56,American Pale Ale,1.043
14320,14320,20.82,1.051,1.012,5.07,22.57,3.66,24.61,60,70.0,1.5,Specific Gravity,All Grain,,21.11,Witbier,1.043
14321,14321,20.0,1.041,1.007,4.48,32.57,3.77,24.0,60,69.0,,Specific Gravity,BIAB,,20.0,Blonde Ale,1.034
14322,14322,18.93,1.057,1.01,6.14,118.13,5.04,26.88,60,70.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Amber Ale,1.04
14323,14323,20.82,1.054,1.014,5.33,22.46,14.55,26.5,60,70.0,1.5,Specific Gravity,All Grain,,,Irish Red Ale,1.043
14324,14324,20.82,1.038,1.006,4.1,20.65,5.79,15.14,60,75.0,,Specific Gravity,BIAB,,21.11,Blonde Ale,1.052
14325,14325,14.0,1.038,1.007,4.08,29.98,6.26,19.0,60,50.0,,Specific Gravity,BIAB,,21.0,Blonde Ale,1.028
14326,14326,20.0,1.058,1.01,6.28,43.88,11.75,26.0,60,70.0,2.5,Specific Gravity,All Grain,,18.0,American Amber Ale,1.044
14327,14327,14.0,1.065,1.016,6.36,68.87,15.81,20.0,60,70.0,3.0,Specific Gravity,All Grain,,,American IPA,1.045
14328,14328,3.79,1.058,1.01,6.29,0.0,15.38,4.73,60,75.0,,Specific Gravity,All Grain,,,American IPA,1.051
14329,14329,20.82,1.048,1.01,5.03,26.93,7.28,11.36,60,35.0,,Specific Gravity,extract,0.5,23.89,Saison,1.045
14330,14330,9.46,1.064,1.016,6.26,45.78,7.75,7.57,60,70.0,,Specific Gravity,extract,,,American Pale Ale,1.043
14331,14331,18.0,1.0590000000000002,1.011,6.31,44.74,6.21,21.0,60,72.0,3.0,Specific Gravity,All Grain,,18.0,American IPA,1.051
14332,14332,24.0,1.0590000000000002,1.012,6.24,61.84,9.76,27.0,60,67.0,3.0,Specific Gravity,All Grain,0.75,18.0,American IPA,1.053
14333,14333,40.0,1.0490000000000002,1.014,4.62,36.46,4.83,46.0,60,68.0,,Specific Gravity,BIAB,0.35,,American Pale Ale,1.043
14334,14334,20.82,1.06,1.014,6.03,78.12,15.56,20.82,60,35.0,,Specific Gravity,extract,,,American IPA,1.06
14335,14335,100.0,1.048,1.009,5.12,33.17,3.35,115.0,60,75.0,3.0,Specific Gravity,All Grain,,,American Pale Ale,1.042
14336,14336,20.82,1.061,1.018,5.61,20.8,3.37,26.5,60,35.0,,Specific Gravity,extract,,21.11,Saison,1.048
14337,14337,24.61,1.0490000000000002,1.01,5.08,34.6,4.69,39.75,60,75.0,,Specific Gravity,BIAB,1.0,20.0,American Pale Ale,1.03
14338,14338,20.82,1.081,1.014,8.76,48.2,5.61,28.39,75,70.0,1.5,Specific Gravity,All Grain,0.75,23.89,Saison,1.06
14339,14339,9.0,1.06,1.013,6.18,42.68,11.99,12.0,60,70.0,4.0,Specific Gravity,All Grain,,20.0,American Pale Ale,1.045
14340,14340,22.71,1.061,1.01,6.68,73.94,5.25,27.44,60,65.0,1.5,Specific Gravity,All Grain,0.75,,American IPA,1.051
14341,14341,19.0,1.05,1.013,4.9,42.26,4.56,23.5,60,65.0,3.0,Specific Gravity,All Grain,,19.0,Blonde Ale,1.041
14342,14342,20.82,1.065,1.009,7.31,72.15,5.65,24.61,60,68.0,,Specific Gravity,BIAB,,18.89,American IPA,1.055
14343,14343,20.82,1.063,1.016,6.24,56.62,5.86,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.75,18.33,American IPA,1.046
14344,14344,18.93,1.072,1.017,7.23,39.41,16.89,11.36,60,35.0,,Specific Gravity,extract,,,American IPA,1.12
14345,14345,42.0,1.0659999999999998,1.017,6.53,56.42,8.76,50.0,60,80.0,4.0,Specific Gravity,All Grain,,,American IPA,1.056
14346,14346,18.93,1.052,1.013,5.14,39.89,10.26,27.52,60,70.0,1.25,Specific Gravity,All Grain,0.35,20.0,American Amber Ale,1.036
14347,14347,20.82,1.057,1.011,6.09,81.8,5.25,11.36,60,35.0,,Specific Gravity,extract,,,American IPA,1.105
14348,14348,20.82,1.062,1.012,6.57,37.86,7.96,28.39,60,83.8,,Specific Gravity,BIAB,0.5,19.44,American Pale Ale,1.045
14349,14349,30.0,1.051,1.012,5.11,36.49,8.44,35.0,60,77.0,,Specific Gravity,BIAB,,,American Pale Ale,1.043
14350,14350,18.93,1.06,1.014,6.06,41.68,6.11,28.39,60,60.0,1.5,Specific Gravity,All Grain,0.35,21.11,American IPA,1.04
14351,14351,22.0,1.047,1.008,5.17,32.86,11.17,33.0,60,70.0,,Specific Gravity,BIAB,0.5,19.0,American Pale Ale,1.032
14352,14352,20.82,1.06,1.016,5.84,56.13,4.55,28.39,60,70.0,1.5,Specific Gravity,All Grain,0.75,20.0,American Pale Ale,1.044
14353,14353,20.82,1.063,1.023,5.23,43.86,32.5,13.25,60,70.0,,Specific Gravity,Partial Mash,,18.33,American Stout,1.099
14354,14354,12.0,1.064,1.013,6.77,74.92,11.64,16.0,60,70.0,,Specific Gravity,BIAB,,20.0,American IPA,1.048
14355,14355,45.42,1.0490000000000002,1.012,4.96,26.93,4.94,53.0,60,80.0,1.5,Specific Gravity,All Grain,,18.33,Blonde Ale,1.042
14356,14356,10.98,1.0590000000000002,1.014,5.93,37.56,6.38,13.25,60,81.0,,Specific Gravity,BIAB,0.5,18.89,American Pale Ale,1.0490000000000002
14357,14357,50.0,1.052,1.01,5.49,22.84,4.61,60.0,60,85.0,3.0,Specific Gravity,All Grain,,20.0,Blonde Ale,1.043
14358,14358,41.64,1.057,1.014,5.58,53.63,6.39,49.21,90,70.0,1.0,Specific Gravity,All Grain,0.5,16.67,American IPA,1.048
14359,14359,41.64,1.062,1.016,6.03,54.55,5.16,47.32,60,78.0,1.5,Specific Gravity,All Grain,1.25,21.11,American IPA,1.054
14360,14360,20.82,1.05,1.009,5.4,41.2,5.31,28.39,60,75.0,,Specific Gravity,BIAB,,17.78,American Pale Ale,1.037
14361,14361,22.71,1.058,1.014,5.81,38.87,6.26,30.28,90,75.0,1.25,Specific Gravity,All Grain,1.25,21.11,American Pale Ale,1.044
14362,14362,20.82,1.056,1.011,5.91,44.8,8.29,11.36,60,35.0,,Specific Gravity,extract,0.5,21.11,American Pale Ale,1.102
14363,14363,20.0,1.051,1.01,5.43,40.81,5.39,6.5,60,25.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.081
14364,14364,24.61,1.056,1.013,5.7,64.84,6.74,28.39,60,75.0,1.5,Specific Gravity,All Grain,0.35,22.0,American IPA,1.0490000000000002
14365,14365,20.82,1.068,1.014,7.16,42.91,5.9,11.36,60,70.0,,Specific Gravity,Partial Mash,,18.33,Saison,1.125
14366,14366,41.64,1.057,1.014,5.62,28.0,8.33,47.32,60,75.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.05
14367,14367,15.0,1.052,1.013,5.11,31.28,6.18,9.0,60,35.0,,Specific Gravity,Partial Mash,,,American Pale Ale,1.087
14368,14368,19.87,15.0389,5.94671,4.96,43.97,50.0,24.61,60,70.0,1.33,Plato,All Grain,0.35,18.33,American Stout,12.3
14369,14369,24.61,1.069,1.012,7.48,26.84,4.28,30.28,90,75.0,1.5,Specific Gravity,All Grain,0.75,21.11,Saison,1.056
14370,14370,21.77,1.054,1.011,5.64,46.65,4.79,25.55,60,80.0,,Specific Gravity,BIAB,0.75,18.89,American Pale Ale,1.046
14371,14371,23.0,1.061,1.01,6.78,60.44,5.15,26.0,60,70.0,3.0,Specific Gravity,All Grain,,20.0,American IPA,1.054
14372,14372,20.82,1.064,1.021,5.65,62.99,20.25,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American Amber Ale,1.047
14373,14373,20.82,1.06,1.015,5.88,41.5,12.22,26.5,60,75.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.047
14374,14374,20.0,1.0759999999999998,1.014,8.1,88.12,13.39,29.0,60,70.0,3.1,Specific Gravity,All Grain,,,Imperial IPA,1.053
14375,14375,20.82,1.048,1.016,4.16,17.5,17.37,15.14,60,60.0,,Specific Gravity,extract,,23.89,Irish Red Ale,1.0659999999999998
14376,14376,20.82,1.034,1.006,3.59,24.56,5.0,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American Amber Ale,1.025
14377,14377,12.5,1.045,1.001,5.75,28.67,3.75,8.5,30,62.0,,Specific Gravity,BIAB,1.0,28.0,Saison,1.053
14378,14378,7.57,1.068,1.011,7.4,66.01,7.97,12.49,60,70.0,1.5,Specific Gravity,All Grain,0.35,18.89,American IPA,1.041
14379,14379,22.71,1.078,1.02,7.64,62.28,6.39,28.39,90,90.0,1.25,Specific Gravity,All Grain,,,American Pale Ale,1.062
14380,14380,19.87,1.0659999999999998,1.016,6.56,57.24,8.28,27.44,60,70.0,,Specific Gravity,BIAB,0.35,22.22,American Pale Ale,1.047
14381,14381,21.0,1.051,1.01,5.37,109.59,5.62,60.0,60,70.0,3.0,Specific Gravity,All Grain,,19.0,Blonde Ale,1.018
14382,14382,23.0,1.055,1.01,5.97,28.51,10.59,28.0,60,72.0,4.0,Specific Gravity,All Grain,0.75,20.0,American Amber Ale,1.045
14383,14383,20.82,1.052,1.015,4.95,19.3,32.44,15.14,60,35.0,,Specific Gravity,extract,0.35,21.11,American Stout,1.072
14384,14384,20.82,1.061,1.014,6.06,48.96,5.41,26.5,60,75.0,2.0,Specific Gravity,All Grain,0.75,17.78,American IPA,1.048
14385,14385,48.0,13.7833,3.5227699999999995,5.53,34.45,3.98,55.0,60,81.0,3.0,Plato,All Grain,0.75,19.0,American Pale Ale,12.1
14386,14386,20.0,1.06,1.014,6.06,40.3,20.55,25.0,60,70.0,,Specific Gravity,BIAB,0.5,21.0,American Brown Ale,1.048
14387,14387,22.0,1.0659999999999998,1.011,7.26,42.47,12.36,20.0,60,75.0,,Specific Gravity,BIAB,,,American Pale Ale,1.073
14388,14388,45.42,1.052,1.013,5.08,37.55,21.77,56.78,90,80.0,1.0,Specific Gravity,All Grain,0.5,21.11,American Brown Ale,1.041
14389,14389,50.0,1.053,1.017,4.71,165.55,6.81,54.0,60,66.0,3.0,Specific Gravity,All Grain,,19.0,American IPA,1.0490000000000002
14390,14390,41.64,1.067,1.016,6.71,70.8,5.27,49.21,60,75.0,,Specific Gravity,BIAB,0.75,18.33,American IPA,1.057
14391,14391,18.93,1.0590000000000002,1.015,5.81,47.81,8.1,22.71,60,70.0,1.25,Specific Gravity,All Grain,,20.0,American IPA,1.0490000000000002
14392,14392,20.82,1.053,1.011,5.53,81.34,7.45,10.22,60,89.0,,Specific Gravity,extract,,,American IPA,1.107
14393,14393,20.82,1.0590000000000002,1.015,5.79,0.0,5.52,11.36,60,35.0,,Specific Gravity,extract,,,American Light Lager,1.108
14394,14394,22.71,1.062,1.012,6.6,185.22,8.39,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.05
14395,14395,20.82,1.086,1.025,8.03,85.71,5.89,26.5,60,67.0,1.5,Specific Gravity,All Grain,0.75,19.44,American IPA,1.068
14396,14396,20.82,1.104,1.02,11.03,91.16,12.84,18.93,60,35.0,,Specific Gravity,extract,0.35,22.22,American IPA,1.114
14397,14397,18.55,1.072,1.019,6.85,0.0,7.96,20.82,90,70.0,,Specific Gravity,BIAB,,20.0,American IPA,1.064
14398,14398,20.82,1.0490000000000002,1.015,4.54,43.12,6.01,28.01,60,73.0,,Specific Gravity,BIAB,0.75,19.44,American Pale Ale,1.037
14399,14399,20.82,1.052,1.009,5.65,29.34,5.32,28.39,60,70.0,1.25,Specific Gravity,All Grain,0.75,18.89,American Pale Ale,1.038
14400,14400,7.57,1.071,1.012,7.8,33.95,5.5,11.83,90,70.0,,Specific Gravity,BIAB,0.35,20.0,American IPA,1.046
14401,14401,19.0,1.043,1.008,4.51,30.94,3.36,23.0,60,70.0,7.2,Specific Gravity,All Grain,0.75,19.0,American Pale Ale,1.035
14402,14402,22.71,1.063,1.017,6.0,55.91,7.63,22.71,60,35.0,,Specific Gravity,extract,0.35,22.22,American IPA,1.063
14403,14403,21.0,1.061,1.014,6.23,42.32,9.15,28.0,90,78.0,3.0,Specific Gravity,All Grain,,19.0,American IPA,1.046
14404,14404,20.82,1.065,1.012,6.9,24.44,5.66,26.5,60,35.0,,Specific Gravity,extract,,,American IPA,1.051
14405,14405,18.93,1.081,1.011,9.18,119.94,7.5,18.93,90,25.0,,Specific Gravity,extract,1.0,21.11,Imperial IPA,1.038
14406,14406,20.82,1.077,1.019,7.53,0.0,11.94,26.5,90,65.0,2.0,Specific Gravity,All Grain,,,American IPA,1.051
14407,14407,20.82,1.0490000000000002,1.005,5.84,23.39,4.19,28.39,60,70.0,,Specific Gravity,All Grain,1.0,22.22,Saison,1.036
14408,14408,25.0,1.057,1.012,5.82,49.73,15.69,33.0,60,70.0,,Specific Gravity,BIAB,,21.0,American Amber Ale,1.043
14409,14409,43.53,1.056,1.016,5.24,21.67,3.59,49.21,60,75.0,1.33,Specific Gravity,All Grain,1.25,18.89,Blonde Ale,1.0490000000000002
14410,14410,1050.0,18.9114,3.78774,8.31,72.07,9.02,1000.0,60,82.0,3.0,Plato,All Grain,,23.0,Imperial IPA,19.8
14411,14411,19.87,1.0590000000000002,1.014,5.83,40.88,18.12,24.61,60,70.0,,Specific Gravity,BIAB,0.75,18.89,American Brown Ale,1.047
14412,14412,25.0,1.067,1.016,7.0,188.29,6.47,28.0,90,75.0,3.0,Specific Gravity,All Grain,0.5,20.0,American IPA,1.0590000000000002
14413,14413,23.0,1.056,1.016,5.34,55.9,4.58,16.0,60,35.0,,Specific Gravity,extract,0.35,19.0,American IPA,1.081
14414,14414,19.0,1.055,1.012,5.66,16.19,3.56,21.0,60,70.0,3.0,Specific Gravity,All Grain,0.5,20.0,Witbier,1.041
14415,14415,41.64,1.061,1.011,6.57,50.21,12.35,51.1,90,79.0,,Specific Gravity,BIAB,,20.0,American Amber Ale,1.05
14416,14416,37.85,1.061,1.015,5.96,29.38,11.7,37.85,60,88.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.061
14417,14417,21.0,1.062,1.016,6.04,50.36,25.32,28.5,90,60.0,3.0,Specific Gravity,All Grain,1.0,20.0,American Brown Ale,1.046
14418,14418,1700.01,3.06884,0.790449,1.17,83.21,19.48,1600.0,75,80.0,3.0,Plato,All Grain,,20.0,American Light Lager,2.3
14419,14419,13.25,1.048,1.009,5.1,22.47,2.87,11.36,30,25.0,,Specific Gravity,extract,,,American Pale Ale,1.056
14420,14420,45.42,1.074,1.017,7.47,73.79,3.99,53.0,60,86.0,,Specific Gravity,All Grain,,,American IPA,1.064
14421,14421,41.64,1.051,1.012,5.14,24.04,6.32,24.61,15,35.0,,Specific Gravity,extract,1.25,18.33,American Pale Ale,1.043
14422,14422,18.93,1.057,1.016,5.36,48.8,8.93,9.46,60,35.0,,Specific Gravity,extract,,,American IPA,1.113
14423,14423,21.0,1.072,1.02,6.83,46.11,9.6,28.5,60,70.0,3.0,Specific Gravity,All Grain,0.35,20.0,American IPA,1.053
14424,14424,20.82,1.055,1.014,5.35,19.94,6.27,34.83,90,75.0,1.5,Specific Gravity,All Grain,0.5,17.78,American Pale Ale,1.033
14425,14425,18.93,1.044,1.01,4.49,27.46,5.22,11.36,60,35.0,,Specific Gravity,extract,,20.0,American Amber Ale,1.074
14426,14426,11.36,1.056,1.013,5.56,37.02,6.77,15.14,60,70.0,1.5,Specific Gravity,All Grain,0.5,20.0,American Pale Ale,1.042
14427,14427,20.82,1.06,1.015,5.89,32.91,12.15,26.5,90,75.0,,Specific Gravity,BIAB,0.5,22.22,American Pale Ale,1.047
14428,14428,23.0,1.048,1.009,5.18,44.15,5.56,28.0,60,70.0,3.0,Specific Gravity,All Grain,,20.0,American IPA,1.04
14429,14429,37.85,1.0490000000000002,1.014,4.66,21.7,3.27,46.56,60,75.0,,Specific Gravity,BIAB,0.35,17.78,Witbier,1.04
14430,14430,18.93,1.073,1.017,7.34,74.0,14.2,13.25,60,35.0,,Specific Gravity,extract,,,American IPA,1.104
14431,14431,41.64,1.052,1.011,5.44,54.56,5.57,45.42,60,75.0,,Specific Gravity,BIAB,0.75,18.33,American Pale Ale,1.048
14432,14432,21.0,1.05,1.013,4.96,32.57,3.49,28.5,60,70.0,3.0,Specific Gravity,All Grain,,,American Light Lager,1.037
14433,14433,19.87,1.056,1.01,6.11,93.82,6.81,26.5,75,75.0,1.25,Specific Gravity,All Grain,0.5,21.11,Witbier,1.042
14434,14434,15.0,1.042,1.009,4.24,42.39,10.77,22.5,60,66.0,,Specific Gravity,BIAB,0.35,19.0,Irish Red Ale,1.028
14435,14435,19.87,1.051,1.01,5.36,27.96,9.17,27.44,90,70.0,1.25,Specific Gravity,All Grain,0.5,23.89,Saison,1.037
14436,14436,18.93,1.056,1.011,5.99,48.21,8.66,11.36,60,35.0,,Specific Gravity,extract,,,American Pale Ale,1.094
14437,14437,20.82,1.055,1.015,5.37,37.93,27.06,26.5,60,70.0,1.25,Specific Gravity,All Grain,0.35,22.22,American Brown Ale,1.044
14438,14438,25.0,1.061,1.016,5.85,29.45,7.69,30.0,60,70.0,,Specific Gravity,All Grain,,19.0,American Pale Ale,1.051
14439,14439,20.82,1.089,1.016,9.58,63.24,4.66,24.61,60,70.0,1.5,Specific Gravity,All Grain,1.25,20.0,Imperial IPA,1.0759999999999998
14440,14440,18.93,1.058,1.014,5.83,34.07,5.94,22.71,60,45.0,,Specific Gravity,extract,0.35,20.0,American Pale Ale,1.0490000000000002
14441,14441,7.1,1.0759999999999998,1.018,7.57,81.67,8.55,10.0,60,65.0,2.5,Specific Gravity,All Grain,,18.0,American IPA,1.054
14442,14442,20.82,1.057,1.011,6.07,60.65,8.77,11.36,60,30.0,,Specific Gravity,extract,,,American Pale Ale,1.105
14443,14443,21.0,1.048,1.008,5.29,23.56,5.7,28.5,60,65.0,,Specific Gravity,BIAB,,,American Light Lager,1.036
14444,14444,9.46,1.055,1.01,5.84,56.66,6.36,5.68,60,35.0,,Specific Gravity,extract,0.35,18.33,American IPA,1.092
14445,14445,20.82,1.051,1.013,5.07,42.42,22.44,28.39,60,68.0,1.43,Specific Gravity,All Grain,1.0,18.33,American Brown Ale,1.038
14446,14446,14.1,1.04,1.01,3.91,27.86,5.14,9.5,60,52.0,,Specific Gravity,All Grain,0.35,22.0,Blonde Ale,1.047
14447,14447,4.0,1.05,1.009,5.42,18.0,4.02,9.5,60,65.0,2.7,Specific Gravity,All Grain,,22.0,Blonde Ale,1.021
14448,14448,21.77,1.057,1.013,5.69,41.64,8.19,26.5,75,70.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.047
14449,14449,20.0,1.042,1.012,3.98,14.63,3.11,26.0,60,70.0,3.31,Specific Gravity,All Grain,,23.0,Blonde Ale,1.032
14450,14450,20.82,1.065,1.018,6.16,40.93,7.86,28.39,60,70.0,,Specific Gravity,BIAB,0.35,21.11,American IPA,1.048
14451,14451,20.82,1.053,1.012,5.34,0.0,7.8,15.14,60,50.0,,Specific Gravity,Partial Mash,,20.56,American Amber Ale,1.073
14452,14452,20.82,1.041,1.011,3.89,20.56,17.91,23.66,30,63.0,,Specific Gravity,BIAB,0.35,20.0,Irish Red Ale,1.036
14453,14453,13.0,1.058,1.014,5.7,53.05,4.29,16.0,60,75.0,3.0,Specific Gravity,All Grain,,18.0,American Pale Ale,1.046
14454,14454,25.0,1.062,1.008,7.1,89.19,7.6,37.0,90,70.0,3.0,Specific Gravity,All Grain,,22.0,American IPA,1.042
14455,14455,20.0,1.057,1.011,6.01,30.5,6.12,20.0,50,80.0,3.0,Specific Gravity,All Grain,0.75,17.0,American Pale Ale,1.057
14456,14456,20.82,1.0659999999999998,1.017,6.46,48.63,14.74,22.71,50,35.0,,Specific Gravity,Partial Mash,,,American IPA,1.061
14457,14457,18.93,1.034,1.005,3.74,13.93,2.9,3.79,30,35.0,,Specific Gravity,extract,,-6.67,American Light Lager,1.169
14458,14458,20.0,1.045,1.01,4.52,43.24,8.32,10.0,30,40.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.037
14459,14459,18.93,1.053,1.01,5.65,24.85,13.78,26.5,60,66.0,,Specific Gravity,BIAB,0.75,16.67,American Amber Ale,1.038
14460,14460,20.82,1.056,1.013,5.67,34.96,38.98,26.5,60,70.0,,Specific Gravity,All Grain,,,American Stout,1.051
14461,14461,23.0,1.053,1.012,5.45,97.44,6.72,35.0,60,72.0,2.6,Specific Gravity,All Grain,0.75,20.0,American IPA,1.035
14462,14462,50.0,1.065,1.012,7.01,84.15,9.69,55.0,60,80.0,4.6,Specific Gravity,All Grain,0.5,20.0,American IPA,1.0590000000000002
14463,14463,20.82,1.07,1.017,7.05,65.75,5.89,24.61,60,75.0,1.25,Specific Gravity,All Grain,1.25,20.0,American IPA,1.06
14464,14464,18.93,1.083,1.017,8.64,99.99,14.19,31.49,90,64.0,1.5,Specific Gravity,All Grain,1.0,18.89,Imperial IPA,1.05
14465,14465,18.93,1.048,1.012,4.77,39.24,7.03,18.93,60,70.0,1.5,Specific Gravity,All Grain,,,American Pale Ale,1.048
14466,14466,20.82,1.068,1.016,6.79,20.83,19.92,24.61,60,70.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.057
14467,14467,19.87,1.048,1.009,5.09,17.15,3.54,24.61,60,35.0,,Specific Gravity,extract,0.35,20.0,Blonde Ale,1.039
14468,14468,42.0,1.054,1.012,5.44,46.07,12.38,45.0,60,75.0,3.0,Specific Gravity,All Grain,,,American IPA,1.05
14469,14469,4.5,1.0490000000000002,1.009,5.2,192.0,5.16,6.06,60,35.0,,Specific Gravity,extract,,21.0,American IPA,1.036
14470,14470,50.0,1.057,1.011,6.04,66.3,5.24,61.0,60,70.0,3.0,Specific Gravity,All Grain,0.35,20.0,American IPA,1.047
14471,14471,20.82,1.058,1.015,5.71,98.56,9.42,26.5,60,70.0,1.5,Specific Gravity,All Grain,,20.0,American IPA,1.046
14472,14472,18.93,1.0490000000000002,1.009,5.26,0.0,8.1,26.5,60,35.0,1.5,Specific Gravity,All Grain,,,Saison,1.035
14473,14473,18.93,1.074,1.018,7.26,0.0,8.48,22.71,60,75.0,,Specific Gravity,All Grain,,,American IPA,1.051
14474,14474,4.5,1.056,1.011,5.97,67.91,15.13,6.0,60,25.0,,Specific Gravity,extract,,20.0,American Pale Ale,1.042
14475,14475,20.0,1.051,1.013,5.02,39.79,5.35,28.0,60,75.0,3.1,Specific Gravity,All Grain,,,American Pale Ale,1.036
14476,14476,23.0,1.057,1.01,6.15,43.48,3.91,28.5,60,72.0,,Specific Gravity,BIAB,,20.0,American IPA,1.046
14477,14477,21.0,1.073,1.022,6.72,54.01,18.51,28.5,60,70.0,2.5,Specific Gravity,All Grain,,18.0,American IPA,1.054
14478,14478,18.93,1.082,1.025,8.02,58.3,7.64,28.39,60,70.0,1.5,Specific Gravity,All Grain,,20.0,Imperial IPA,1.055
14479,14479,20.82,1.048,1.012,4.71,18.61,3.37,28.39,90,70.0,1.2,Specific Gravity,All Grain,0.75,21.11,Witbier,1.035
14480,14480,5.0,1.06,1.01,6.53,32.52,5.64,10.0,60,75.0,3.0,Specific Gravity,All Grain,,18.0,American Pale Ale,1.026
14481,14481,20.82,1.05,1.009,5.28,39.11,5.85,28.39,60,70.0,,Specific Gravity,BIAB,0.35,20.0,American Pale Ale,1.036
14482,14482,9.46,1.062,1.014,6.21,85.63,6.96,13.25,60,65.0,,Specific Gravity,BIAB,,,American IPA,1.044
14483,14483,37.85,1.062,1.012,6.48,28.47,4.68,47.32,90,60.0,1.5,Specific Gravity,All Grain,0.75,26.67,Saison,1.048
14484,14484,9.46,1.061,1.013,6.39,12.24,4.95,15.14,60,75.0,,Specific Gravity,BIAB,,,American Light Lager,1.038
14485,14485,20.82,1.052,1.009,5.66,34.1,11.49,25.55,60,60.0,1.5,Specific Gravity,All Grain,0.35,20.0,American Amber Ale,1.042
14486,14486,7.57,1.054,1.013,5.29,5.66,6.21,7.57,60,35.0,,Specific Gravity,extract,,,American IPA,1.054
14487,14487,21.77,1.053,1.012,5.39,47.99,3.22,26.88,60,79.0,,Specific Gravity,BIAB,1.0,15.56,American Pale Ale,1.043
14488,14488,20.5,1.054,1.011,5.7,51.13,5.09,24.0,60,69.0,3.0,Specific Gravity,All Grain,0.35,21.0,American Pale Ale,1.046
14489,14489,41.64,1.06,1.012,6.52,47.81,6.37,56.78,90,78.0,1.25,Specific Gravity,All Grain,1.25,20.56,American IPA,1.044
14490,14490,18.93,1.0590000000000002,1.013,6.06,69.1,6.19,28.39,60,70.0,1.5,Specific Gravity,All Grain,,18.33,American Pale Ale,1.04
14491,14491,22.71,1.072,1.017,7.25,272.4,6.95,30.28,90,70.0,,Specific Gravity,All Grain,,,Imperial IPA,1.062
14492,14492,22.71,1.0659999999999998,1.015,6.66,49.58,11.14,30.28,60,70.0,1.5,Specific Gravity,All Grain,,,American IPA,1.05
14493,14493,23.0,1.065,1.013,6.82,33.81,7.77,15.0,45,60.0,,Specific Gravity,Partial Mash,0.75,20.0,Saison,1.1
14494,14494,125.0,1.051,1.01,5.31,19.31,7.56,145.0,50,80.0,,Specific Gravity,All Grain,,,American Pale Ale,1.044
14495,14495,18.93,1.077,1.018,7.71,171.8,9.8,13.25,60,35.0,,Specific Gravity,extract,,20.0,Imperial IPA,1.11
14496,14496,20.82,1.072,1.02,6.87,50.36,45.11,30.28,60,70.0,,Specific Gravity,BIAB,,,American Stout,1.05
14497,14497,22.0,1.0659999999999998,1.016,6.47,0.0,6.31,35.0,60,68.0,,Specific Gravity,BIAB,,,American IPA,1.041
14498,14498,20.82,1.056,1.013,5.6,0.0,6.7,23.85,60,65.0,,Specific Gravity,All Grain,,,American Pale Ale,1.043
14499,14499,24.61,1.077,1.016,7.92,60.86,19.38,32.18,90,79.0,1.5,Specific Gravity,All Grain,0.75,20.0,American IPA,1.0590000000000002
14500,14500,3.79,1.054,1.01,5.76,32.82,12.34,4.73,45,35.0,,Specific Gravity,extract,0.35,18.33,American Pale Ale,1.043
14501,14501,20.82,1.041,1.008,4.39,21.17,6.21,22.71,20,50.0,,Specific Gravity,extract,0.75,18.89,American Pale Ale,1.038
14502,14502,45.0,1.052,1.01,5.51,63.81,4.23,60.0,60,80.0,2.5,Specific Gravity,All Grain,0.35,20.0,American Pale Ale,1.037
14503,14503,800.0,14.3558,3.81536,5.7,59.28,5.17,800.0,60,90.0,30.0,Plato,All Grain,0.75,17.0,American IPA,14.4
14504,14504,20.82,1.057,1.011,6.01,23.69,29.43,28.39,60,70.0,1.5,Specific Gravity,All Grain,,,American Brown Ale,1.041
14505,14505,431.54,1.045,1.011,4.47,0.0,3.28,469.39,60,70.0,1.5,Specific Gravity,All Grain,,,American Light Lager,1.042
14506,14506,20.82,1.062,1.016,6.04,94.16,4.44,28.39,90,75.0,1.5,Specific Gravity,All Grain,,17.78,American IPA,1.045
14507,14507,11.36,1.06,1.016,5.72,25.89,18.85,11.36,60,75.0,,Specific Gravity,extract,0.35,17.78,Irish Red Ale,1.06
14508,14508,20.82,1.052,1.013,5.03,61.84,5.1,24.61,60,70.0,,Specific Gravity,BIAB,0.75,22.0,American Pale Ale,1.044
