Id,Style
4956,American IPA
4957,American Light Lager
4958,American IPA
4959,American Amber Ale
4960,American Pale Ale
4961,American Pale Ale
4962,American IPA
4963,American IPA
4964,American Pale Ale
4965,American Pale Ale
4966,American Stout
4967,Blonde Ale
4968,Irish Red Ale
4969,American Pale Ale
4970,American Light Lager
4971,American Stout
4972,American Brown Ale
4973,American Pale Ale
4974,American Pale Ale
4975,American IPA
4976,American IPA
4977,American IPA
4978,American Stout
4979,American IPA
4980,American IPA
4981,American Light Lager
4982,American IPA
4983,American Pale Ale
4984,American IPA
4985,American IPA
4986,American Amber Ale
4987,American Amber Ale
4988,American Stout
4989,Saison
4990,American IPA
4991,American IPA
4992,American IPA
4993,Irish Red Ale
4994,Saison
4995,American IPA
4996,American Stout
4997,Saison
4998,American IPA
4999,Blonde Ale
5000,Imperial IPA
5001,American IPA
5002,American IPA
5003,American Pale Ale
5004,American Stout
5005,Blonde Ale
5006,American Pale Ale
5007,American Brown Ale
5008,American Amber Ale
5009,American IPA
5010,American Pale Ale
5011,American Amber Ale
5012,American IPA
5013,American IPA
5014,American IPA
5015,American IPA
5016,Saison
5017,American Pale Ale
5018,American IPA
5019,American Light Lager
5020,American Brown Ale
5021,Saison
5022,American IPA
5023,American IPA
5024,Saison
5025,Witbier
5026,American Light Lager
5027,Imperial IPA
5028,American Pale Ale
5029,Imperial IPA
5030,American Pale Ale
5031,American Amber Ale
5032,American IPA
5033,American Pale Ale
5034,American Light Lager
5035,American IPA
5036,Saison
5037,Blonde Ale
5038,American Amber Ale
5039,American Light Lager
5040,Saison
5041,American Light Lager
5042,American IPA
5043,Witbier
5044,American Brown Ale
5045,Saison
5046,Blonde Ale
5047,American IPA
5048,Imperial IPA
5049,American IPA
5050,American Pale Ale
5051,American Brown Ale
5052,American IPA
5053,Blonde Ale
5054,American Amber Ale
5055,American Pale Ale
5056,American IPA
5057,Saison
5058,American IPA
5059,American Stout
5060,American IPA
5061,American Pale Ale
5062,American IPA
5063,Saison
5064,American IPA
5065,American Light Lager
5066,Saison
5067,American Pale Ale
5068,Saison
5069,Irish Red Ale
5070,American IPA
5071,Saison
5072,Witbier
5073,American Pale Ale
5074,American IPA
5075,American Amber Ale
5076,American Pale Ale
5077,American Pale Ale
5078,American Amber Ale
5079,Blonde Ale
5080,Blonde Ale
5081,Saison
5082,American Light Lager
5083,American IPA
5084,American Amber Ale
5085,Irish Red Ale
5086,Irish Red Ale
5087,American Pale Ale
5088,American Pale Ale
5089,American IPA
5090,Witbier
5091,American Pale Ale
5092,Imperial IPA
5093,Imperial IPA
5094,American Light Lager
5095,Blonde Ale
5096,American Pale Ale
5097,American Pale Ale
5098,American Light Lager
5099,Blonde Ale
5100,American IPA
5101,American Pale Ale
5102,American IPA
5103,American Pale Ale
5104,American IPA
5105,American Light Lager
5106,Blonde Ale
5107,American Brown Ale
5108,American IPA
5109,Imperial IPA
5110,American IPA
5111,American IPA
5112,Blonde Ale
5113,American IPA
5114,American Pale Ale
5115,Blonde Ale
5116,American Pale Ale
5117,American IPA
5118,American Brown Ale
5119,American IPA
5120,American IPA
5121,Witbier
5122,American IPA
5123,American IPA
5124,American IPA
5125,American Light Lager
5126,American IPA
5127,American Brown Ale
5128,American IPA
5129,American IPA
5130,American IPA
5131,American Amber Ale
5132,Irish Red Ale
5133,American IPA
5134,American Amber Ale
5135,American IPA
5136,Saison
5137,Imperial IPA
5138,American Pale Ale
5139,American Pale Ale
5140,American IPA
5141,American IPA
5142,Blonde Ale
5143,Saison
5144,American Light Lager
5145,American Pale Ale
5146,American Brown Ale
5147,American Pale Ale
5148,Saison
5149,American Brown Ale
5150,American Pale Ale
5151,Irish Red Ale
5152,American Pale Ale
5153,American Pale Ale
5154,American Pale Ale
5155,American Pale Ale
5156,American IPA
5157,American IPA
5158,Witbier
5159,American IPA
5160,American IPA
5161,American Amber Ale
5162,American Light Lager
5163,American IPA
5164,American IPA
5165,Blonde Ale
5166,American IPA
5167,American Pale Ale
5168,American Pale Ale
5169,Blonde Ale
5170,American Pale Ale
5171,American Amber Ale
5172,American IPA
5173,American IPA
5174,American Pale Ale
5175,American IPA
5176,American Pale Ale
5177,American Light Lager
5178,American IPA
5179,American Pale Ale
5180,American Stout
5181,American Stout
5182,Imperial IPA
5183,American IPA
5184,American IPA
5185,Saison
5186,American IPA
5187,American Pale Ale
5188,American Pale Ale
5189,American Light Lager
5190,American IPA
5191,American Pale Ale
5192,American Pale Ale
5193,Imperial IPA
5194,American IPA
5195,American IPA
5196,American IPA
5197,American IPA
5198,American Light Lager
5199,American IPA
5200,American Pale Ale
5201,American IPA
5202,American Pale Ale
5203,American IPA
5204,Saison
5205,American Pale Ale
5206,American IPA
5207,American IPA
5208,Witbier
5209,Irish Red Ale
5210,American Pale Ale
5211,American IPA
5212,American Pale Ale
5213,American IPA
5214,American IPA
5215,American IPA
5216,Blonde Ale
5217,Saison
5218,American IPA
5219,Blonde Ale
5220,Saison
5221,American Stout
5222,American IPA
5223,American Pale Ale
5224,American Pale Ale
5225,American Pale Ale
5226,American IPA
5227,American IPA
5228,Irish Red Ale
5229,American Amber Ale
5230,American IPA
5231,American Light Lager
5232,Imperial IPA
5233,American Pale Ale
5234,American Pale Ale
5235,American Pale Ale
5236,Blonde Ale
5237,American Light Lager
5238,American IPA
5239,American IPA
5240,American Brown Ale
5241,American Light Lager
5242,American Light Lager
5243,American Pale Ale
5244,Witbier
5245,American Pale Ale
5246,Witbier
5247,American IPA
5248,American Light Lager
5249,American IPA
5250,American IPA
5251,Witbier
5252,American Pale Ale
5253,Saison
5254,American Pale Ale
5255,American IPA
5256,Saison
5257,American Light Lager
5258,American IPA
5259,American IPA
5260,American IPA
5261,Blonde Ale
5262,American Stout
5263,American Pale Ale
5264,American IPA
5265,American IPA
5266,American IPA
5267,American Brown Ale
5268,American IPA
5269,American Light Lager
5270,American Light Lager
5271,American Pale Ale
5272,American Pale Ale
5273,American IPA
5274,Saison
5275,American Amber Ale
5276,American IPA
5277,American IPA
5278,American Pale Ale
5279,Saison
5280,American Brown Ale
5281,Blonde Ale
5282,Irish Red Ale
5283,American Amber Ale
5284,American IPA
5285,American Light Lager
5286,American IPA
5287,American Pale Ale
5288,American IPA
5289,American Amber Ale
5290,American IPA
5291,American Light Lager
5292,American Pale Ale
5293,American Pale Ale
5294,American Pale Ale
5295,American IPA
5296,Blonde Ale
5297,American Pale Ale
5298,American Pale Ale
5299,American Pale Ale
5300,Irish Red Ale
5301,American IPA
5302,Imperial IPA
5303,American Pale Ale
5304,American Pale Ale
5305,American IPA
5306,American Pale Ale
5307,American Amber Ale
5308,American Pale Ale
5309,American Light Lager
5310,American IPA
5311,Imperial IPA
5312,American Brown Ale
5313,American Stout
5314,American IPA
5315,American Pale Ale
5316,Witbier
5317,Blonde Ale
5318,American Pale Ale
5319,American IPA
5320,American IPA
5321,American Brown Ale
5322,American Amber Ale
5323,American Pale Ale
5324,American Pale Ale
5325,American Pale Ale
5326,Blonde Ale
5327,American Pale Ale
5328,American IPA
5329,American IPA
5330,American IPA
5331,American Brown Ale
5332,American IPA
5333,Blonde Ale
5334,American IPA
5335,American Pale Ale
5336,Blonde Ale
5337,Blonde Ale
5338,Saison
5339,Saison
5340,American Light Lager
5341,American IPA
5342,American Pale Ale
5343,American Pale Ale
5344,American IPA
5345,American IPA
5346,American Stout
5347,American IPA
5348,American IPA
5349,American Pale Ale
5350,American Pale Ale
5351,American IPA
5352,American Stout
5353,American Pale Ale
5354,Witbier
5355,American Light Lager
5356,American IPA
5357,American Pale Ale
5358,American IPA
5359,American IPA
5360,American Amber Ale
5361,Blonde Ale
5362,Witbier
5363,American Pale Ale
5364,American IPA
5365,American Pale Ale
5366,Saison
5367,American Brown Ale
5368,American Amber Ale
5369,American IPA
5370,American IPA
5371,American Pale Ale
5372,American Stout
5373,American Pale Ale
5374,American IPA
5375,American Pale Ale
5376,American IPA
5377,American IPA
5378,American Brown Ale
5379,American Amber Ale
5380,American IPA
5381,American IPA
5382,American Pale Ale
5383,American IPA
5384,Imperial IPA
5385,American Light Lager
5386,American IPA
5387,Saison
5388,American IPA
5389,American IPA
5390,Imperial IPA
5391,American Stout
5392,American IPA
5393,American Pale Ale
5394,American Pale Ale
5395,American Pale Ale
5396,Blonde Ale
5397,American Amber Ale
5398,Irish Red Ale
5399,American IPA
5400,American Light Lager
5401,American IPA
5402,American Amber Ale
5403,American IPA
5404,American IPA
5405,American Pale Ale
5406,American Brown Ale
5407,American IPA
5408,Saison
5409,American IPA
5410,American Pale Ale
5411,American Pale Ale
5412,American Pale Ale
5413,Saison
5414,American Pale Ale
5415,American IPA
5416,American Pale Ale
5417,American IPA
5418,Blonde Ale
5419,American Light Lager
5420,American IPA
5421,American Stout
5422,American IPA
5423,American IPA
5424,American Stout
5425,American Pale Ale
5426,American IPA
5427,American Pale Ale
5428,American IPA
5429,Imperial IPA
5430,American IPA
5431,American Pale Ale
5432,American Pale Ale
5433,American IPA
5434,Saison
5435,Irish Red Ale
5436,American IPA
5437,American IPA
5438,American Stout
5439,American Pale Ale
5440,American Pale Ale
5441,American IPA
5442,American IPA
5443,American Light Lager
5444,American IPA
5445,Blonde Ale
5446,American Light Lager
5447,American Pale Ale
5448,American IPA
5449,American Pale Ale
5450,American Stout
5451,Saison
5452,American IPA
5453,Witbier
5454,Imperial IPA
5455,American Light Lager
5456,American IPA
5457,Witbier
5458,Imperial IPA
5459,American Pale Ale
5460,American IPA
5461,American Stout
5462,American Stout
5463,American Pale Ale
5464,Witbier
5465,American IPA
5466,American IPA
5467,Imperial IPA
5468,American IPA
5469,American Pale Ale
5470,American Pale Ale
5471,American Pale Ale
5472,American Pale Ale
5473,American Pale Ale
5474,American Amber Ale
5475,American Light Lager
5476,American Pale Ale
5477,American Pale Ale
5478,American IPA
5479,American Pale Ale
5480,American IPA
5481,Saison
5482,American IPA
5483,American IPA
5484,American Pale Ale
5485,American Pale Ale
5486,Imperial IPA
5487,American Amber Ale
5488,American Brown Ale
5489,Witbier
5490,Witbier
5491,Blonde Ale
5492,Imperial IPA
5493,American Pale Ale
5494,American Pale Ale
5495,American Light Lager
5496,Irish Red Ale
5497,American Amber Ale
5498,Irish Red Ale
5499,American Stout
5500,Irish Red Ale
5501,Saison
5502,American Pale Ale
5503,American Pale Ale
5504,Blonde Ale
5505,American Light Lager
5506,American IPA
5507,American IPA
5508,American Pale Ale
5509,Imperial IPA
5510,American Brown Ale
5511,American Amber Ale
5512,Irish Red Ale
5513,American IPA
5514,American Pale Ale
5515,Saison
5516,American Pale Ale
5517,American Pale Ale
5518,American Light Lager
5519,Irish Red Ale
5520,American Light Lager
5521,American Pale Ale
5522,Saison
5523,Saison
5524,American IPA
5525,American IPA
5526,American Stout
5527,American Pale Ale
5528,American IPA
5529,Irish Red Ale
5530,Irish Red Ale
5531,American Light Lager
5532,American Pale Ale
5533,American Light Lager
5534,American IPA
5535,American Pale Ale
5536,American Pale Ale
5537,American IPA
5538,American Pale Ale
5539,American IPA
5540,Blonde Ale
5541,Irish Red Ale
5542,Saison
5543,American IPA
5544,Blonde Ale
5545,American IPA
5546,American Light Lager
5547,Irish Red Ale
5548,American Pale Ale
5549,American IPA
5550,Blonde Ale
5551,American IPA
5552,American IPA
5553,American Pale Ale
5554,American Stout
5555,Saison
5556,American Pale Ale
5557,American Pale Ale
5558,American IPA
5559,American Pale Ale
5560,American IPA
5561,American IPA
5562,American IPA
5563,Blonde Ale
5564,American Pale Ale
5565,Saison
5566,Blonde Ale
5567,Imperial IPA
5568,American IPA
5569,American Pale Ale
5570,American IPA
5571,American Pale Ale
5572,Saison
5573,American IPA
5574,American IPA
5575,American Amber Ale
5576,American Pale Ale
5577,American Pale Ale
5578,American Pale Ale
5579,American IPA
5580,American Pale Ale
5581,American Light Lager
5582,American Light Lager
5583,American Pale Ale
5584,American IPA
5585,American IPA
5586,Irish Red Ale
5587,Saison
5588,American IPA
5589,American Pale Ale
5590,American Pale Ale
5591,American IPA
5592,American Light Lager
5593,Saison
5594,American IPA
5595,Blonde Ale
5596,American Stout
5597,American Pale Ale
5598,American Pale Ale
5599,American Brown Ale
5600,Saison
5601,American IPA
5602,American Pale Ale
5603,Imperial IPA
5604,American IPA
5605,American IPA
5606,American Pale Ale
5607,Saison
5608,American IPA
5609,American IPA
5610,American IPA
5611,American IPA
5612,American Pale Ale
5613,Saison
5614,American IPA
5615,American IPA
5616,American Pale Ale
5617,American IPA
5618,American IPA
5619,American Pale Ale
5620,American IPA
5621,American Pale Ale
5622,American Pale Ale
5623,American Pale Ale
5624,American Pale Ale
5625,American Amber Ale
5626,American IPA
5627,American IPA
5628,American Light Lager
5629,American IPA
5630,American Pale Ale
5631,American IPA
5632,Saison
5633,American IPA
5634,American IPA
5635,American IPA
5636,American IPA
5637,American IPA
5638,Imperial IPA
5639,American Pale Ale
5640,American Light Lager
5641,Blonde Ale
5642,American IPA
5643,Saison
5644,Saison
5645,American Amber Ale
5646,American Pale Ale
5647,Irish Red Ale
5648,Saison
5649,American Light Lager
5650,American IPA
5651,Irish Red Ale
5652,Saison
5653,American IPA
5654,Irish Red Ale
5655,American IPA
5656,American Amber Ale
5657,American Light Lager
5658,American Pale Ale
5659,Witbier
5660,American IPA
5661,American IPA
5662,American Pale Ale
5663,American IPA
5664,Irish Red Ale
5665,American Light Lager
5666,American Pale Ale
5667,American Light Lager
5668,Irish Red Ale
5669,Saison
5670,American IPA
5671,American Stout
5672,Saison
5673,American Pale Ale
5674,American Pale Ale
5675,American IPA
5676,American IPA
5677,American IPA
5678,Irish Red Ale
5679,American Pale Ale
5680,American IPA
5681,American Pale Ale
5682,American IPA
5683,American Amber Ale
5684,American Amber Ale
5685,American Brown Ale
5686,American Light Lager
5687,Blonde Ale
5688,Saison
5689,American IPA
5690,Saison
5691,American Pale Ale
5692,American Pale Ale
5693,American IPA
5694,American Light Lager
5695,American Amber Ale
5696,Blonde Ale
5697,American IPA
5698,Blonde Ale
5699,American IPA
5700,American Light Lager
5701,American IPA
5702,American Pale Ale
5703,American IPA
5704,American IPA
5705,Blonde Ale
5706,Irish Red Ale
5707,American Light Lager
5708,Saison
5709,Witbier
5710,American IPA
5711,Irish Red Ale
5712,American Stout
5713,American Light Lager
5714,American Pale Ale
5715,American Amber Ale
5716,American IPA
5717,American Light Lager
5718,American Pale Ale
5719,American Light Lager
5720,American Brown Ale
5721,American Pale Ale
5722,Saison
5723,American IPA
5724,American Pale Ale
5725,American IPA
5726,American Pale Ale
5727,American Pale Ale
5728,Saison
5729,American Pale Ale
5730,American Light Lager
5731,American IPA
5732,American IPA
5733,American Pale Ale
5734,American Pale Ale
5735,American Pale Ale
5736,Witbier
5737,American IPA
5738,American IPA
5739,Saison
5740,Blonde Ale
5741,American Pale Ale
5742,American Light Lager
5743,American Light Lager
5744,American Pale Ale
5745,American Light Lager
5746,American IPA
5747,Saison
5748,American Stout
5749,Saison
5750,American IPA
5751,American Pale Ale
5752,American Pale Ale
5753,American IPA
5754,American Amber Ale
5755,American Pale Ale
5756,American IPA
5757,American Pale Ale
5758,American IPA
5759,American IPA
5760,Saison
5761,American Stout
5762,Irish Red Ale
5763,American Pale Ale
5764,American IPA
5765,American Light Lager
5766,American IPA
5767,American Light Lager
5768,American IPA
5769,American IPA
5770,American Pale Ale
5771,American Pale Ale
5772,American Pale Ale
5773,American Amber Ale
5774,Saison
5775,American Pale Ale
5776,American IPA
5777,American Brown Ale
5778,American Pale Ale
5779,Irish Red Ale
5780,American IPA
5781,American Light Lager
5782,Imperial IPA
5783,American Amber Ale
5784,American Pale Ale
5785,American IPA
5786,American Amber Ale
5787,American Light Lager
5788,Imperial IPA
5789,American Pale Ale
5790,Imperial IPA
5791,American Light Lager
5792,American IPA
5793,American Pale Ale
5794,Saison
5795,American Pale Ale
5796,Irish Red Ale
5797,American IPA
5798,American Pale Ale
5799,American Amber Ale
5800,American Amber Ale
5801,American IPA
5802,American IPA
5803,American Pale Ale
5804,American Pale Ale
5805,American Pale Ale
5806,American IPA
5807,Witbier
5808,American IPA
5809,American Pale Ale
5810,American IPA
5811,American IPA
5812,American IPA
5813,American Pale Ale
5814,American IPA
5815,American IPA
5816,American IPA
5817,American IPA
5818,Blonde Ale
5819,Witbier
5820,American Pale Ale
5821,American Pale Ale
5822,American IPA
5823,American IPA
5824,American Amber Ale
5825,American Stout
5826,American Pale Ale
5827,American Light Lager
5828,American Pale Ale
5829,American Light Lager
5830,American IPA
5831,American Stout
5832,American Stout
5833,American Stout
5834,American IPA
5835,American Pale Ale
5836,American Pale Ale
5837,American IPA
5838,American Pale Ale
5839,American Brown Ale
5840,American IPA
5841,American Pale Ale
5842,American Pale Ale
5843,American IPA
5844,American Pale Ale
5845,Blonde Ale
5846,American Pale Ale
5847,American IPA
5848,Irish Red Ale
5849,Witbier
5850,American IPA
5851,American IPA
5852,Witbier
5853,American IPA
5854,Blonde Ale
5855,American IPA
5856,American Pale Ale
5857,Imperial IPA
5858,American Stout
5859,American Pale Ale
5860,American Pale Ale
5861,American Light Lager
5862,Saison
5863,American IPA
5864,American IPA
5865,American Amber Ale
5866,American Pale Ale
5867,American Stout
5868,Blonde Ale
5869,American Pale Ale
5870,American Pale Ale
5871,Blonde Ale
5872,American Light Lager
5873,Saison
5874,American Light Lager
5875,American IPA
5876,American Pale Ale
5877,American IPA
5878,Imperial IPA
5879,American Pale Ale
5880,American IPA
5881,Blonde Ale
5882,American IPA
5883,American Pale Ale
5884,American Light Lager
5885,Imperial IPA
5886,American IPA
5887,American IPA
5888,American Stout
5889,Saison
5890,American Pale Ale
5891,American Amber Ale
5892,American IPA
5893,Saison
5894,American Amber Ale
5895,American IPA
5896,American Brown Ale
5897,Imperial IPA
5898,American Pale Ale
5899,Witbier
5900,American Light Lager
5901,Blonde Ale
5902,Saison
5903,American IPA
5904,American IPA
5905,American Pale Ale
5906,American Amber Ale
5907,American IPA
5908,Witbier
5909,American Amber Ale
5910,American IPA
5911,American IPA
5912,American Stout
5913,American Pale Ale
5914,American Pale Ale
5915,American Pale Ale
5916,American Amber Ale
5917,Saison
5918,American Light Lager
5919,American Pale Ale
5920,American Stout
5921,American IPA
5922,American Light Lager
5923,American IPA
5924,American IPA
5925,American Light Lager
5926,American Pale Ale
5927,American IPA
5928,Irish Red Ale
5929,Imperial IPA
5930,American IPA
5931,American IPA
5932,American IPA
5933,American IPA
5934,American Pale Ale
5935,American Pale Ale
5936,American IPA
5937,Irish Red Ale
5938,American Amber Ale
5939,American IPA
5940,American IPA
5941,Saison
5942,American Pale Ale
5943,American IPA
5944,American Amber Ale
5945,American Pale Ale
5946,American IPA
5947,American IPA
5948,American Pale Ale
5949,Witbier
5950,American IPA
5951,American Amber Ale
5952,American Light Lager
5953,Witbier
5954,American IPA
5955,American Pale Ale
5956,American Pale Ale
5957,American Pale Ale
5958,American Pale Ale
5959,American Light Lager
5960,Saison
5961,American Stout
5962,American Pale Ale
5963,American Light Lager
5964,Saison
5965,American Amber Ale
5966,American Brown Ale
5967,American IPA
5968,American Pale Ale
5969,American Pale Ale
5970,Witbier
5971,American IPA
5972,American Pale Ale
5973,American Pale Ale
5974,American IPA
5975,American IPA
5976,American IPA
5977,American Light Lager
5978,American IPA
5979,American IPA
5980,Blonde Ale
5981,American Pale Ale
5982,American IPA
5983,American Pale Ale
5984,American IPA
5985,American Light Lager
5986,American IPA
5987,American Light Lager
5988,American IPA
5989,American IPA
5990,American Pale Ale
5991,American Pale Ale
5992,American IPA
5993,American IPA
5994,American Light Lager
5995,American IPA
5996,American Stout
5997,American IPA
5998,American Pale Ale
5999,American IPA
6000,American IPA
6001,Blonde Ale
6002,American Brown Ale
6003,American Amber Ale
6004,American IPA
6005,American Pale Ale
6006,Irish Red Ale
6007,Irish Red Ale
6008,American Amber Ale
6009,American Pale Ale
6010,Saison
6011,American IPA
6012,American Stout
6013,Blonde Ale
6014,American IPA
6015,American Pale Ale
6016,Irish Red Ale
6017,American IPA
6018,American Stout
6019,American Brown Ale
6020,American IPA
6021,American IPA
6022,American IPA
6023,Saison
6024,American Brown Ale
6025,American Amber Ale
6026,Irish Red Ale
6027,Blonde Ale
6028,American Light Lager
6029,American IPA
6030,American Pale Ale
6031,American Pale Ale
6032,American Pale Ale
6033,American Light Lager
6034,Imperial IPA
6035,American Amber Ale
6036,American IPA
6037,Saison
6038,Blonde Ale
6039,American Pale Ale
6040,American Stout
6041,Saison
6042,Blonde Ale
6043,American IPA
6044,Blonde Ale
6045,American Light Lager
6046,Imperial IPA
6047,American IPA
6048,American Brown Ale
6049,American IPA
6050,American IPA
6051,American IPA
6052,American Amber Ale
6053,Imperial IPA
6054,American Amber Ale
6055,American IPA
6056,American Light Lager
6057,American IPA
6058,Imperial IPA
6059,Irish Red Ale
6060,Saison
6061,American Pale Ale
6062,American Brown Ale
6063,American Pale Ale
6064,Imperial IPA
6065,Imperial IPA
6066,American Stout
6067,American Pale Ale
6068,American Pale Ale
6069,American Pale Ale
6070,American Pale Ale
6071,American IPA
6072,American Pale Ale
6073,American Pale Ale
6074,American Pale Ale
6075,American Stout
6076,American IPA
6077,American Amber Ale
6078,Witbier
6079,American Pale Ale
6080,American Pale Ale
6081,American Stout
6082,American IPA
6083,American IPA
6084,American Amber Ale
6085,American Pale Ale
6086,American IPA
6087,Blonde Ale
6088,American IPA
6089,American Light Lager
6090,American IPA
6091,American Stout
6092,American Light Lager
6093,American Pale Ale
6094,American Pale Ale
6095,American IPA
6096,Blonde Ale
6097,Imperial IPA
6098,American Stout
6099,American Brown Ale
6100,American IPA
6101,Blonde Ale
6102,American Stout
6103,American Pale Ale
6104,Blonde Ale
6105,American Pale Ale
6106,American Pale Ale
6107,Saison
6108,American IPA
6109,Imperial IPA
6110,American Pale Ale
6111,Saison
6112,Blonde Ale
6113,American Pale Ale
6114,American Amber Ale
6115,American Pale Ale
6116,American IPA
6117,American IPA
6118,American Pale Ale
6119,American Stout
6120,American IPA
6121,American Pale Ale
6122,American IPA
6123,Irish Red Ale
6124,American Pale Ale
6125,American Pale Ale
6126,American IPA
6127,Imperial IPA
6128,American IPA
6129,American Pale Ale
6130,American IPA
6131,American Amber Ale
6132,American IPA
6133,American IPA
6134,American IPA
6135,American Pale Ale
6136,American Pale Ale
6137,American Light Lager
6138,American IPA
6139,Witbier
6140,American IPA
6141,Saison
6142,American Pale Ale
6143,Witbier
6144,American IPA
6145,American IPA
6146,American Pale Ale
6147,American IPA
6148,American IPA
6149,Blonde Ale
6150,American IPA
6151,American IPA
6152,Blonde Ale
6153,Blonde Ale
6154,American Amber Ale
6155,American Light Lager
6156,Witbier
6157,Witbier
6158,American IPA
6159,American Pale Ale
6160,Saison
6161,American Pale Ale
6162,American Pale Ale
6163,American IPA
6164,Saison
6165,Imperial IPA
6166,American Pale Ale
6167,American Amber Ale
6168,American Pale Ale
6169,Irish Red Ale
6170,Blonde Ale
6171,Blonde Ale
6172,American Pale Ale
6173,Imperial IPA
6174,American Pale Ale
6175,American IPA
6176,American IPA
6177,American Pale Ale
6178,American Light Lager
6179,American Pale Ale
6180,Saison
6181,Blonde Ale
6182,American Pale Ale
6183,American IPA
6184,American IPA
6185,American Brown Ale
6186,American Pale Ale
6187,American IPA
6188,American Light Lager
6189,American Pale Ale
6190,Saison
6191,American Pale Ale
6192,American IPA
6193,Imperial IPA
6194,American Brown Ale
6195,American IPA
6196,American Pale Ale
6197,American IPA
6198,Imperial IPA
6199,American Light Lager
6200,Saison
6201,American Stout
6202,American Amber Ale
6203,American IPA
6204,American Light Lager
6205,American IPA
6206,American Pale Ale
6207,American Pale Ale
6208,American IPA
6209,Witbier
6210,Blonde Ale
6211,American Pale Ale
6212,Blonde Ale
6213,American Pale Ale
6214,American Light Lager
6215,Saison
6216,American Pale Ale
6217,American IPA
6218,American Pale Ale
6219,American IPA
6220,American Pale Ale
6221,American Pale Ale
6222,Blonde Ale
6223,American Pale Ale
6224,American IPA
6225,American Amber Ale
6226,Saison
6227,Witbier
6228,American Pale Ale
6229,American Pale Ale
6230,American Brown Ale
6231,Blonde Ale
6232,Saison
6233,American Pale Ale
6234,American IPA
6235,American Light Lager
6236,Blonde Ale
6237,American Light Lager
6238,Blonde Ale
6239,American Amber Ale
6240,American Stout
6241,Blonde Ale
6242,American IPA
6243,Saison
6244,American Light Lager
6245,American Pale Ale
6246,American IPA
6247,American Pale Ale
6248,American Pale Ale
6249,American Pale Ale
6250,Saison
6251,American Amber Ale
6252,American IPA
6253,Blonde Ale
6254,American IPA
6255,Blonde Ale
6256,American Pale Ale
6257,American Pale Ale
6258,American IPA
6259,American Pale Ale
6260,American Pale Ale
6261,American Pale Ale
6262,American IPA
6263,American Pale Ale
6264,American IPA
6265,American Amber Ale
6266,American Light Lager
6267,American IPA
6268,American Pale Ale
6269,American IPA
6270,American IPA
6271,American IPA
6272,American Brown Ale
6273,American IPA
6274,American IPA
6275,American Pale Ale
6276,American Pale Ale
6277,American Amber Ale
6278,American IPA
6279,American Light Lager
6280,Saison
6281,American Pale Ale
6282,Blonde Ale
6283,American Pale Ale
6284,American IPA
6285,Blonde Ale
6286,American Pale Ale
6287,American IPA
6288,American Pale Ale
6289,American IPA
6290,American IPA
6291,American Light Lager
6292,American Pale Ale
6293,American IPA
6294,American IPA
6295,American IPA
6296,Witbier
6297,Saison
6298,American Pale Ale
6299,Blonde Ale
6300,American Stout
6301,American IPA
6302,Imperial IPA
6303,American IPA
6304,American IPA
6305,American IPA
6306,American Pale Ale
6307,Witbier
6308,American IPA
6309,Witbier
6310,American Amber Ale
6311,American Amber Ale
6312,American IPA
6313,American IPA
6314,American Pale Ale
6315,American Pale Ale
6316,American IPA
6317,American Brown Ale
6318,American Pale Ale
6319,American Brown Ale
6320,American Pale Ale
6321,American IPA
6322,Saison
6323,American Pale Ale
6324,Blonde Ale
6325,American IPA
6326,American IPA
6327,American Pale Ale
6328,American IPA
6329,Irish Red Ale
6330,American IPA
6331,American Pale Ale
6332,American IPA
6333,American Pale Ale
6334,American IPA
6335,American Stout
6336,American Stout
6337,Irish Red Ale
6338,American Pale Ale
6339,American Brown Ale
6340,Imperial IPA
6341,American Pale Ale
6342,American IPA
6343,American Pale Ale
6344,American IPA
6345,American Pale Ale
6346,Saison
6347,American Pale Ale
6348,American Pale Ale
6349,Saison
6350,American Light Lager
6351,American Pale Ale
6352,American Pale Ale
6353,Blonde Ale
6354,American IPA
6355,American IPA
6356,Imperial IPA
6357,American IPA
6358,American Stout
6359,American Pale Ale
6360,American Light Lager
6361,American Light Lager
6362,American IPA
6363,Irish Red Ale
6364,American IPA
6365,American Brown Ale
6366,Witbier
6367,Saison
6368,American IPA
6369,American Pale Ale
6370,American IPA
6371,American IPA
6372,Saison
6373,American Pale Ale
6374,American Brown Ale
6375,American IPA
6376,American Pale Ale
6377,American Pale Ale
6378,American Pale Ale
6379,American IPA
6380,American IPA
6381,American IPA
6382,American IPA
6383,American IPA
6384,American Pale Ale
6385,American Pale Ale
6386,Blonde Ale
6387,American Light Lager
6388,American Pale Ale
6389,Saison
6390,American Pale Ale
6391,Saison
6392,American Pale Ale
6393,American Pale Ale
6394,American Amber Ale
6395,American Pale Ale
6396,American IPA
6397,American Pale Ale
6398,American Stout
6399,American IPA
6400,Saison
6401,American IPA
6402,American IPA
6403,American Amber Ale
6404,American Light Lager
6405,Saison
6406,Saison
6407,American IPA
6408,American IPA
6409,American Pale Ale
6410,American Pale Ale
6411,American Pale Ale
6412,American Amber Ale
6413,Imperial IPA
6414,Blonde Ale
6415,American Amber Ale
6416,Saison
6417,American Pale Ale
6418,American IPA
6419,American IPA
6420,American Pale Ale
6421,American IPA
6422,American IPA
6423,Blonde Ale
6424,American Pale Ale
6425,American IPA
6426,American Amber Ale
